Link Text,URL
Records Management,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/
Decorations and Medals (Awards),https://www.mynavyhr.navy.mil/Career-Management/Records-Management/Decorations-and-Medals/
Navy Department of Awards Web Service (NDAWS) User Guide,https://www.mynavyhr.navy.mil/Portals/55/Career/RecordsManagement/NDAWS%20User%20Guide%20-%20APR2021%20signed.pdf?ver=RM9eaLR2UE1iSfprBJHc4Q%3d%3d
Bupers Online,https://nefp.bol.navy.mil/lc/ws
Navy and Marine Corps Awards Manual (SECNAV M-1650.1),https://www.marines.mil/Portals/1/Publications/SECNAV%20M-1650.1.pdf?ver=2019-08-23-121307-600
Reference Library,https://www.mynavyhr.navy.mil/References/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Drug Alcohol Deterrence,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Drug-Alcohol-Deterrence/
Policies and OPGUIDES,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Drug-Alcohol-Deterrence/Policies-OpGuides/
Systems (N173C),https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Drug-Alcohol-Deterrence/Systems/
Training,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Drug-Alcohol-Deterrence/Training/
Navy eLearning,https://learning.nel.navy.mil/
Help Desk,https://nesd-dwp.onbmc.mil
Chat,https://nesd-dwp.onbmc.mil
need@nesd-mail.onbmc.mil,mailto:need@nes%64-%6Da%69l.onbmc.mil
Electronic Training Jacket (ETJ),https://ntmpsweb.dc3n.navy.mil/etjclient/DoDBanner.aspx
OPM Data Breach Fact Sheet,https://www.secnav.navy.mil/donhr/documents/news/opm%20data%20breach%202015.pdf
DON CIO FAQs and Additional Information,https://www.doncio.navy.mil/ContentView.aspx?id=9337
Furlough Guidance,https://www.secnav.navy.mil/donhr/employees/Furlough
GRB Platform Login,https://www.civilianbenefits.hroc.navy.mil/
DONCEAP fact sheet,https://www.secnav.navy.mil/donhr/Employees/Documents/DONCEAP%20%20Fact%20Sheet.pdf
DONCEAP Health and Wellness Presentation Guide,https://www.secnav.navy.mil/donhr/Employees/Documents/DONCEAP%20Health%20and%20Wellness%20Presentation%20Guide.pdf
Local Travel Office Contacts,https://www.defensetravel.dod.mil/site/localSupport.cfm?sa=N
DoD travel office (includes updates and changes to the regulations),https://www.defensetravel.dod.mil/site/travelreg.cfm
Defense Travel System (DTS) direct link,https://www.defensetravel.osd.mil/dts/site/index.jsp
Defense Finance and Accounting Service,https://www.dfas.mil/civilianemployees/civilianpaytables.html
SF-8 Documents,https://www.secnav.navy.mil/donhr/Employees/Pages/SF-8-download.aspx
Navy Employer Recognition Event (NERE),https://www.navyreserve.navy.mil/Resources/NERE/
Navy Enterprise Service Desk (NESD),https://www.nesdnow.navy.mil/?utm_source=mnp%20public
nesd@nesd-mail.onbmc.mil,mailto:n%65sd@ne%73d-mail.onbm%63%2Emil
Reference,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22056.txt?ver=dG1VY4I_W6wyHyohQWugqw%3d%3d
Navy Family Accountability and Assessment System,https://navyfamily.navy.mil/
NFAAS,https://www.applocker.navy.mil/#!/apps/B3083247-C60B-4359-B6D8-AAA3895AAF52
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/
Fleet Family Support,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Fleet-Family-Support/
Navy Fleet and Family Readiness,https://ffr.cnic.navy.mil/
OPNAVINST 1754.8,"https://www.secnav.navy.mil/doni/Directives/01000%20Military%20Personnel%20Support/01-700%20Morale,%20Community%20and%20Religious%20Services/SECNAVINST%201754.8.pdf"
Navy Fleet and Family Readiness Programs,https://www.youtube.com/watch?v=lxLOZh0eUTs&ab_channel=NavyFleetandFamilyReadiness
Reference Library,https://www.mynavyhr.navy.mil/References/
"Navy Gold Star Program Overview | Lori Culberson, Navy Gold Star Coordinator",https://www.youtube.com/watch?v=VRgpNyfSSDM&ab_channel=NavyFleetandFamilyReadiness
Navy Reserve Force Organization,https://www.navyreserve.navy.mil/portals/35/210407-N-YU482-0001_1.jpg
Standard Organization and Regulations of the U.S. Navy,https://www.secnav.navy.mil/doni/Directives/03000%20Naval%20Operations%20and%20Readiness/03-100%20Naval%20Operations%20Support/3120.32D%20W%20CH-1.pdf
Continental Staff System,https://en.wikipedia.org/wiki/Staff_(military)#Continental_Staff_System
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
MyNavy Career Center,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/
MyNavy Career Center (MNCC),https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
MNCC Chat,https://my.navy.mil
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Enlisted,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/
Shore Special,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/Shore-Special/
Recruiting,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Enlisted/Shore-Special/Recruiting/
Navy Recruiting Command (NRC),https://www.cnrc.navy.mil/
Recruiter E Toolbox,https://etoolbox.cnrc.navy.mil/
NREL (Navy Reserve E-Lodging),https://locker.private.navyreserve.navy.mil/nrel/
NRH),https://nrh.navyreserve.navy.mil/
BUPERS INSTRUCTION 1001.39F,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf
Reserve Forces,https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/a/abbreviations-used-for-navy-enlisted-ratings.html
REDCOM Locations,https://nrh.navyreserve.navy.mil/map
NRC Locations,https://nrh.navyreserve.navy.mil/map
NRC Locations,https://nrh.navyreserve.navy.mil/map
Navy Reserve Homeport,https://nrh.navyreserve.navy.mil/
2022-2032 Navy Reserve Vision,https://www.navyreserve.navy.mil/Portals/35/Graphics/Battle%20Order%20Plan%202032-V35.pdf
Navy Warfare Development Command (NWDC),https://www.nwdc.usff.navy.mil/
Navy Warfare Library,https://doctrine.navy.mil/
Reference Library,https://www.mynavyhr.navy.mil/References/
NAVY OFFICE OF COMMUNITY OUTREACH (NAVCO),https://outreach.navy.mil/
Navy Week,https://www.outreach.navy.mil/
NavyOutreach@navy.mil,mailto:%4Ea%76y%4F%75t%72each@navy.mil
Naval Education and Training Command,https://www.netc.navy.mil/
Afloat College Education (NCPACE),https://militarybenefits.info/ncpace/
Navy College Program for Afloat College Education (NCPACE),https://www.navycollege.navy.mil/sailors/tuition-assistance-ncpace.htm
Catalog of Navy Training Courses,https://app.prod.cetars.training.navy.mil/cantrac/vol2.html
Defense Activity for Non-Traditional Education Support (DANTES),https://www.dantes.mil/
Distance Learning Partnership Schools,https://www.navycollege.navy.mil/
Fleet Management & Planning System (FLTMPS),https://ntmpsweb.dc3n.navy.mil/Fltmps/
Joint Services Transcript (JST),https://jst.doded.mil/official.html
Navy eLearning,https://learning.nel.navy.mil/
Navy Advancement Center,https://www.netc.navy.mil/Commands/Naval-Education-and-Training-Professional-Development-Center/Navy-Advancement-Center-N3/
Naval Junior Reserve Officers Training Corps (NJROTC),https://www.netc.navy.mil/NSTC/NJROTC/
Naval Reserve Officers Training Corps (NROTC),https://www.netc.navy.mil/NSTC/NROTC/
Non-Resident Training Courses,https://learning.nel.navy.mil/
NeL,https://learning.nel.navy.mil/
MNP,https://my.navy.mil/
Navy College Program,https://www.navycollege.navy.mil/
Navy COOL – Credentialing Opportunities On-Line,https://www.cool.osd.mil/usn/index.htm
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
Officer Candidate School (OCS),https://www.netc.navy.mil/Commands/Naval-Service-Training-Command/OTCN/OCS/
Personnel Qualification Standard (PQS),https://learning.nel.navy.mil/
Recruit Training Command (Boot Camp),https://www.bootcamp.navy.mil/
Seaman to Admiral Program (STA-21),https://www.netc.navy.mil/Commands/Naval-Service-Training-Command/STA-21/STA-21-Program/
Tuition Assistance (TA),https://www.navycollege.navy.mil/commands/tuition-assistance
United Services Military Apprenticeship Program (USMAP),https://www.apprenticeship.gov/case-studies/united-services-military-apprenticeship-program
MC,https://www.cool.osd.mil/usn/moc/index.html?moc=mc&tab=overview
PAO,https://www.cool.osd.mil/usn/moc/index.html?moc=odc165x&tab=overview
Defense LINK,https://www.defenselink.mil/
Reserve Employment Readiness (RER),https://private.navyreserve.navy.mil/cnifr/Initiatives/RTFT/RER_Dashboard/Pages/default.aspx
DOTS Web Transfer Portal,https://dots.dodiis.mil/webtransfer
NIPRGPT,https://niprgpt.mil/
EAST,https://webmail.east.nmci.navy.mil/owa/
WEST,https://webmail.west.nmci.navy.mil/owa/
EU,https://mail.eu.navy.mil/
FE,https://mail.fe.navy.mil/
ME,https://mail.me.navy.mil/owa
EAST,https://webmail.east.cloud.navy.mil/my.policy
WEST,https://webmail.west.cloud.navy.mil/
Reset the NMCI login counter from NVD,https://deployables4.nadsuswe.nads.navy.mil/DMT/pages/default.aspx
link,https://deployables4.nadsuswe.nads.navy.mil/DMT/pages/default.aspx
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Reserve Personnel Mgmt,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/
Officers,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/
NOBC AQD,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/NOBC-AQD/
Navy Officer Billet Classification,https://web.archive.org/web/20180728103535/https://www.public.navy.mil/bupers-npc/reference/noc/NOOCSVOL1/Documents/Manual%20I%2062_PT_C%20(NOBC).pdf
BUPERS INSTRUCTION 1001.39F Chapter 9 Figure 9-2,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201001.39.pdf
PART C – Navy Officer Billet Classification (NOBC) Codes,https://www.mynavyhr.navy.mil/Portals/55/Reference/NOOCS/Vol1/Manual_I_84_PTC_NOBC_Jul23.pdf
Non-judicial punishment (NJP),https://www.military.com/benefits/military-legal-matters/nonjudicial-punishment-explained.html
MILPERSMAN 5812-010,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/5000/5812-010.pdf
Judge Advocate General’s (JAG),https://www.jag.navy.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
MyNavy Career Center,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/
Pers Pay Support,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/
Sailor Self Service,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/Sailor-Self-Service/
Training Education,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/Sailor-Self-Service/Training-Education/
Global Security,https://www.globalsecurity.org/military/library/policy/navy/nrtc/index.html
Navy eLearning,https://learning.nel.navy.mil/
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
ETJ (Electronic Training Jacket),https://ntmpsweb.dc3n.navy.mil/etjclient/DoDBanner.aspx
Navy Personnel and Pay (NP2),https://prodhr.np2.cloud.navy.mil/my.policy
NSIPS,https://www.nsips.cloud.navy.mil
STATUS,https://my.navy.mil/
Reserve Pay Advocacy Team,https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N11/SitePages/Home.aspx
improving the Navy’s travel reimbursement process and the sailors’ overall PCS experience.,https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/GTCC/NP2%20Article.pdf?ver=gAgyeLER7rHaMha91jy5eg%3d%3d
Navy personnel and pay (NP2) system delivery plan phase 1 modification 1 (designation of Functional Account Manager (FAM),https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2021/NAV21248.txt?ver=ZOol2h4937RKRvMa3m-JLA%3d%3d
MyNavy HR Transformation Navy Personnel and Pay (NP2),https://www.mynavyhr.navy.mil/Portals/55/Organization/Transformation/MyNavy%20HR%20NP2%20Graphic_WEB_15JAN2021.pdf?ver=9LzNqytg0SaOtOLoOpw0mg%3d%3d
Fact Sheet NP2 Command Pay/Personnel Administrator (CPPA),https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/CPCResources/FACT_SHEET_%20NP2_CPPA_OCT_%20Update_29OCT.pdf?ver=hNkOm6oVQqeITLGwoBIjdQ%3d%3d
Expeditionary Combat Readiness Center (ECRC),https://www.usff.navy.mil/Organization/Headquarters/Individual-Augmentees/IA-Train-and-Equip/
Navy Reserve Augment Unit (NRAU)/NRRU CO/OIC Qualification Program,https://www.navyreserve.navy.mil/Portals/35/Users/041/97/297/COMNAVRESFORINST%201412.2B.pdf?ver=7kUlITKUxwwePv7SFJBDLw%3d%3d
COMNAVRESFOR INSTRUCTION 1412.2B,https://www.navyreserve.navy.mil/Portals/35/Users/041/97/297/COMNAVRESFORINST%201412.2B.pdf?ver=7kUlITKUxwwePv7SFJBDLw%3d%3d
Navy Reserve Augment Unit Commanding Officer And Officer-In-Charge Qualification Program,https://www.navyreserve.navy.mil/Portals/35/Users/041/97/297/COMNAVRESFORINST%201412.2B.pdf?ver=7kUlITKUxwwePv7SFJBDLw%3d%3d
2N1 AQD Starting Point,https://private.navyreserve.navy.mil/cnrfc/N-Codes/N7/reserve_co_oic
Navy Reserve Order Writing System,https://nrows.dc3n.navy.mil/nrows
Help Desk,https://nesd-dwp.onbmc.mil/
RESPERSMAN 1571-010,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/1500%20Inactive%20Duty%20Training%20Annual%20Training/1571-010%20Annual%20Training%20and%20Active%20Duty%20Training.pdf
form,https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N1C2/COMNAVRESFORINST%2010015F%20Exhibits/Annual%20Training%20Waiver%20Request%20(NAVRES%201571_15).pdf
Navy Enterprise Service Desk (NESD),https://www.nesdnow.navy.mil/
FAQS,https://www.nesdnow.navy.mil/docs/NESD%20FAQs%20v1.5%20July%202022%20Final.pdf
Understanding the Reserve Orders and Travel Process,https://www.navyreserve.navy.mil/News/Article-View-News/Article/2226382/understanding-the-reserve-orders-and-travel-process/
DTS,https://www.defensetravel.osd.mil/
Navy Reserve Readiness Module,https://nrrm.nrre.navy.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Reserve Personnel Mgmt,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/
Officers,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/
NRQQ,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/NRQQ/
NAVPERS 1200/2,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1200-2_Rev08-10.pdf?ver=PNvoNvkPKR6--YJFbLbiKw%3d%3d
Ready Reserve Screening Questionnaire,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1001-3_Rev05-04.pdf?ver=PBoiHvEY0vO3xFg7_2kOsQ%3d%3d
NAVPERS 1001/3 Rev 05-04,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1001-3_Rev05-04.pdf?ver=PBoiHvEY0vO3xFg7_2kOsQ%3d%3d
About MyNavy HR,https://www.mynavyhr.navy.mil/
Commands,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
Organization,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/
NPC Internal,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/
Information Management,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/Information-Management/
Corporate Systems,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/Information-Management/Corporate-Systems/
NSIPS,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/Information-Management/Corporate-Systems/NSIPS/
Navy Standard Integrated Personnel System,https://www.nsips.cloud.navy.mil
NSIPS,https://www.nsips.cloud.navy.mil
NSIPS,https://www.nsips.cloud.navy.mil
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Records Management,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/
Military Personnel Records,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/Military-Personnel-Records/
Officer Record Update,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/Military-Personnel-Records/Officer-Record-Update/
Officer Data Card,https://www.bol.navy.mil/
BOL,https://www.bol.navy.mil/
"Appendix E of NAVPERS 15839I, Volume II (also called the Navy Officer Occupational Classification System –NOOCS- Manual)",https://www.mynavyhr.navy.mil/Portals/55/Reference/NOOCS/Vol2/Manual_II_86_PTE_Jan2024.pdf?ver=J133dvyZA7Qguh7oB2CHYA%3d%3d
Point of Contact Listing,https://www.mynavyhr.navy.mil/Portals/55/Reference/NOOCS/Vol2/Manual_2_83_PTE_Apr23.pdf
Officer Data Card,https://www.mynavyhr.navy.mil/References/NOOCS-Manual/NOOCS-VOL-2/
Performance Summary Record,https://www.bol.navy.mil/
BOL,https://www.bol.navy.mil/
Officer Record Management,https://www.mynavyhr.navy.mil/Portals/55/Career/Detailing/Officer/EOD/Officer%20Record%20Management%20Brief.pdf?ver=XhXkwOOt8ClSOgE9I6J19Q%3D%3D
MILPERSMAN 1000-020,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1000-020.pdf?ver=HInhSDqnZQcLYjQVVFTm2Q%3d%3d
MILPERSMAN 1070-020,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-020.pdf?ver=dXFLio1adXXbpGFQE7SfAg%3d%3d
MILPERSMAN 1070-030,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-030.pdf?ver=YK9o7sSXMj8fij7JTpaUGA%3d%3d
MILPERSMAN 1070-111,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-111.pdf?ver=g1PKS3coIWyPLvBpVZbJTQ%3d%3d
MILPERSMAN 1070-180,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-180.pdf?ver=L3A1lGFlXPDtrNu5LiJGHQ%3d%3d
Navy Reserve Augment Unit Commanding Officer And Officer-In-Charge Qualification Program,https://www.navyreserve.navy.mil/Portals/35/Users/041/97/297/COMNAVRESFORINST%201412.2B.pdf?ver=7kUlITKUxwwePv7SFJBDLw%3d%3d
2N1 AQD Starting Point,https://private.navyreserve.navy.mil/cnrfc/N-Codes/N7/reserve_co_oic
About MyNavy HR,https://www.mynavyhr.navy.mil/
Commands,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Organization,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/
NPC Internal,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/
Ombudsman,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/Ombudsman/
Ombudsmen,https://www.mynavyhr.navy.mil/About-MyNavy-HR/Commands/Navy-Personnel-Command/Organization/NPC-Internal/Ombudsman/
Ombudsman Registry,https://ombudsmanregistry.cnic.navy.mil/
OPNAVINST 1750.1,"https://www.secnav.navy.mil/doni/Directives/01000%20Military%20Personnel%20Support/01-700%20Morale,%20Community%20and%20Religious%20Services/1750.1G%20W%20CH-2.PDF"
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Record Management,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/
OMPF My Record,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/OMPF-My-Record/
Personnel Records Review,https://www.mynavyhr.navy.mil/Portals/55/Career/RecordsManagement/Personnel_Records_Review.pdf
copy of your OMPF,https://www.bol.navy.mil
Onboarding,https://www.navyreserve.navy.mil/Onboarding/
Workbook For The New Navy Reserve Sailor,https://www.navyreserve.navy.mil/Portals/35/Documents/Reserve%20Sailor%20Integration/New%20NAVY%20RESERVE%20Sailor%20Workbook.pdf
Operational Risk Management,https://www.secnav.navy.mil/doni/Directives/03000%20Naval%20Operations%20and%20Readiness/03-500%20Training%20and%20Readiness%20Services/3500.39D.pdf
Operational Risk,https://www.applocker.navy.mil/#!/apps/B43E8F29-8EC6-4774-A63B-CDF1CC7A51F7
MyPCS,https://prodhr.np2.navy.mil/?utm_source=mnp%20public
MyPCS,https://prodhr.np2.navy.mil/?utm_source=mnp%20public
Navy Reserve Order Writing System,https://nrows.dc3n.navy.mil/nrows
Reserve Force Manpower Tools (RFMT),https://rfmt.private.navyreserve.navy.mil/
Understanding the Reserve Orders and Travel Process,https://www.navyreserve.navy.mil/News/Article-View-News/Article/2226382/understanding-the-reserve-orders-and-travel-process/
OSPADES 3.0 (NGen) (Operational Support Planning and Execution System),https://locker.private.navyreserve.navy.mil/OSPADES/
Performance Summary Record,https://www.bol.navy.mil/
BOL,https://www.bol.navy.mil/
NSIPS,https://www.nsips.cloud.navy.mil
Dependency Application (DA) NAVPERS 1070/602 and Record of Emergency Data (RED) DD Form 93 SOP,https://www.mynavyhr.navy.mil/Portals/55/Support/PayPers/CPCResources/SOP/RED_DA_SOP_Rev_Nov_2024.pdf
Navy Standard Integrated Personnel System (NSIPS),https://www.nsips.cloud.navy.mil
Electronic Service Record (ESR),https://nsipsprod.nmci.navy.mil/nsipsclo/jsp/index.jsp
Dependency Application,https://www.mynavyhr.navy.mil/Portals/55/Reference/MILPERSMAN/1000/1000General/1070-270.pdf?ver=89xKDgU7-4K2yOvQNGihTQ%3D%3D
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Parenthood Pregnancy,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Parenthood-Pregnancy/
New Parent Support Home Visitation Program (NPSHVP),https://ffr.cnic.navy.mil/Family-Readiness/Fleet-And-Family-Support-Program/Counseling-Advocacy-and-Prevention/New-Parent-Support/
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
References,https://www.mynavyhr.navy.mil/References/
Pay & Benefits,https://www.mynavyhr.navy.mil/References/Pay-Benefits/
DFAS,https://www.dfas.mil/
How To Read Your LES,https://www.dfas.mil/Portals/98/Documents/Military%20Members/Payentitlements/aboutpay/ResNG_reading_your_LES.pdf
How to Read a Military LES,https://www.military.com/spouse/military-benefits/money-management/how-to-read-a-military-les-leave-and-earnings-statement.html
DFAS,https://www.dfas.mil/MilitaryMembers/
myPay,https://mypay.dfas.mil/mypay.aspx
MyPay,https://mypay.dfas.mil/mypay.aspx
BAH Per Diem,https://www.defensetravel.dod.mil/site/bah.cfm
BAH Calculator,https://www.defensetravel.dod.mil/site/bahCalc.cfm
Military Involuntary Separation Pay Rules & Eligibility,https://themilitarywallet.com/involuntary-separation-pay/
The Military Wallet,https://themilitarywallet.com/
Reserve Pay Advocacy Team (RPAT),https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N11/SitePages/Home.aspx
"Pay, Personnel, and Travel Standard Operating Procedures (SOPs)",https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/Pers-Pay-Support/CPPA-Resources/SOP-Library/
Move.mil,https://my.move.mil/
first register with DPS,https://dps.move.mil/cust/standard/user/home.xhtml
PCS Spouse Licensure,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Spouse-Licensure/
Mandatory use of the Navy Personnel and Pay (NP2) MyPCS travel vouchersubmission tool and Government Travel Charge Card (GTCC) during Permanent Change of Station (PCS) travel,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22129.txt?ver=vB_n2yj1vXiemjzWq1BWgw%3d%3d
Government Travel Charge Card (GTCC) used in support of a Permanent Change of Station (PCS) travel,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22291.txt?ver=TmE0iWJgvtvrDr8xhSl3Bg%3d%3d
Source,https://www.mynavyhr.navy.mil/References/Forms/NPPSC-Forms/
Personal Financial Support Program,https://ffr.cnic.navy.mil/Family-Readiness/Fleet-And-Family-Support-Program/Work-and-Family-Life/Personal-Finances/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Physical Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/
PFA Guide,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Guides/
PFA Guides,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Guides/
PFA Forms,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Forms/
Homepage,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/
PRIMS,https://www.mnp.navy.mil/group/performance/prims?utm_source=mnp%20public
PRIMS-2,https://navynpc.my.salesforce.mil/
Low Bandwidth PRIMS,https://www.mnp.navy.mil/group/performance/prims/?lowbandwidth=true?utm_source=mnp%20public
PRIMS Guide,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Guides/
prims@navy.mil,mailto:pr%69%6Ds@%6Eavy.mil
How To – Sailor Submitting a PARFQ – MNP,https://www.mynavyhr.navy.mil/Portals/55/Support/Culture%20Resilience/Physical/How%20To%20-%20Sailor%20Submitting%20a%20PARFQ.pdf?ver=oVDD4denKL8SRSSL8iMk_w%3d%3d
PRIMS FAQs (FEB 2022),https://www.mynavyhr.navy.mil/Portals/55/Support/Culture%20Resilience/Physical/PRIMS%20FAQs_NOV%202022.pdf?ver=b3jpowvQnc-fj_6RQjV_vw%3d%3d
PRIMS-2 Training,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Guides/
(BCA Guide),https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Physical-Readiness/Guides/
OPNAVINST 6110.1K,https://www.secnav.navy.mil/doni/Directives/06000%20Medical%20and%20Dental%20Services/06-100%20General%20Physical%20Fitness/6110.1K.pdf
